2016-05-13 13:14:30,788 sd_em.py[line:59] INFO start sd_em
2016-05-13 13:14:30,799 sd_em.py[line:63] INFO cleaned  area:内蒙古 北京市 天津市 山西省 河北省
2016-05-13 13:14:30,799 sd_em.py[line:64] INFO selected indi:GDP GDP指数
2016-05-16 09:28:51,138 sd_em.py[line:59] INFO start sd_em
2016-05-16 09:28:51,148 sd_em.py[line:63] INFO cleaned  area:内蒙古 北京市 天津市 山西省 河北省
2016-05-16 09:28:51,148 sd_em.py[line:64] INFO selected indi:GDP 第三产业增加值 第二产业增加值
2016-05-17 16:06:47,371 sd_em.py[line:59] INFO start sd_em
2016-05-17 16:06:47,382 sd_em.py[line:63] INFO cleaned  area:中国 呼伦贝尔市 呼和浩特市
2016-05-17 16:06:47,382 sd_em.py[line:64] INFO selected indi:GDP GDP指数 人均GDP
2016-05-17 16:06:55,661 sd_em.py[line:59] INFO start sd_em
2016-05-17 16:06:55,674 sd_em.py[line:63] INFO cleaned  area:中国 呼伦贝尔市 呼和浩特市
2016-05-17 16:06:55,674 sd_em.py[line:64] INFO selected indi:GDP GDP指数 人均GDP 人均GDP指数
2016-05-17 16:07:05,364 sd_em.py[line:59] INFO start sd_em
2016-05-17 16:07:05,375 sd_em.py[line:63] INFO cleaned  area:中国 乌兰察布市 乌海市 兴安盟 包头市 呼伦贝尔市 呼和浩特市
2016-05-17 16:07:05,375 sd_em.py[line:64] INFO selected indi:GDP GDP指数 人均GDP 人均GDP指数
2016-05-17 16:07:21,520 sd_em.py[line:59] INFO start sd_em
2016-05-17 16:07:21,532 sd_em.py[line:63] INFO cleaned  area:中国 乌兰察布市 乌海市 兴安盟 包头市 呼伦贝尔市 呼和浩特市
2016-05-17 16:07:21,532 sd_em.py[line:64] INFO selected indi:GDP GDP指数 人均GDP 人均GDP指数
2016-05-17 16:07:49,897 sd_em.py[line:59] INFO start sd_em
2016-05-17 16:07:49,908 sd_em.py[line:63] INFO cleaned  area:中国 乌鲁木齐市 克孜勒苏柯尔克孜自治州 克拉玛依市 和田地区 喀什地区
2016-05-17 16:07:49,910 sd_em.py[line:64] INFO selected indi:GDP GDP指数 人均GDP
2016-05-23 10:11:27,191 sd_em.py[line:59] INFO start sd_em
2016-05-23 10:11:27,203 sd_em.py[line:63] INFO cleaned  area:北京市 天津市
2016-05-23 10:11:27,203 sd_em.py[line:64] INFO selected indi:GDP GDP指数 人均GDP
2016-05-23 10:14:14,312 sd_em.py[line:59] INFO start sd_em
2016-05-23 10:14:14,321 sd_em.py[line:63] INFO cleaned  area:内蒙古 北京市 天津市 山西省 河北省 福建省 辽宁省
2016-05-23 10:14:14,321 sd_em.py[line:64] INFO selected indi:GDP GDP指数
2016-05-23 17:09:32,309 sd_em.py[line:59] INFO start sd_em
2016-05-23 17:09:32,322 sd_em.py[line:63] INFO cleaned  area:七台河市 伊春市 佳木斯市 双鸭山市 哈尔滨市 大庆市 牡丹江市 绥化市 鸡西市 鹤岗市 黑河市 齐齐哈尔市
2016-05-23 17:09:32,322 sd_em.py[line:64] INFO selected indi:GDP 商品房销售面积 商品房销售额 总人口数 房地产开发住宅投资额 房地产开发投资额 普通高等学校在校学生数 社会消费品零售总额 进出口总额
2016-05-24 11:43:06,496 sd_em.py[line:59] INFO start sd_em
2016-05-24 11:43:06,509 sd_em.py[line:63] INFO cleaned  area:七台河市 伊春市 佳木斯市 双鸭山市 哈尔滨市 大庆市 牡丹江市 绥化市 鸡西市 鹤岗市 黑河市 齐齐哈尔市
2016-05-24 11:43:06,509 sd_em.py[line:64] INFO selected indi:GDP 商品房销售额 总人口数 普通高等学校在校学生数 粮食产量 谷物产量 豆类产量 进出口总额
2016-05-30 12:34:58,799 sd_em.py[line:59] INFO start sd_em
